baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	R16W0	R8W7	R16W7	R8W0	R10W7	R6W0	R6W7	R10W0	R3W0	R9W7	R3W7	R9W0	R19W7	R21W0	R21W7	R19W0	Significant	tax[rownames(res), ]	Phylum	KO
1.78644764180655	4.22011212243951	2.98744645886651	1.4126151482697	0.157768912556104	0.84655442959671	0	0	0	0	15	0	0	0	0	0	0	0	0	20	5	0	No	NOVS6EKC	NOVS6EKC	NOVS6EKC
9.45840073599609	-0.2486460326572	2.13304909119275	-0.116568359201786	0.907202112443345	0.965008228840905	0	17	0	35	23	0	0	22	0	0	0	0	11	17	8	16	No	NOV5AHYP	NOV5AHYP	NOV5AHYP
18.8534637138904	0.448070114640614	1.98360591993521	0.225886659309451	0.821289574011597	0.926130233721377	0	15	0	33	23	5	0	26	0	0	0	0	71	28	21	31	No	NOV8SMSW	NOV8SMSW	NOV8SMSW
0.572203917396728	2.56954169152243	3.01542422701915	0.852132734259586	0.394140425478515	0.84655442959671	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	No	NOV4OKKZ	NOV4OKKZ	NOV4OKKZ
12.4059946780805	-1.06368285117943	2.13090791903496	-0.499168848019085	0.617660438594682	0.84655442959671	8	0	0	89	18	0	0	31	0	0	0	0	18	15	9	21	No	NOVRXQ4A	NOVRXQ4A	NOVRXQ4A
1.52127349045615	1.4045897088807	2.96620090365083	0.473531549111158	0.635833998056288	0.84655442959671	0	0	0	0	0	0	0	13	0	0	0	0	13	0	0	0	No	NOVI1W5Z	NOVI1W5Z	NOVI1W5Z
5.75450292392762	-1.27499949984199	2.51311956775865	-0.507337381077778	0.611918114268767	0.84655442959671	0	0	0	0	0	0	0	44	8	0	0	0	8	10	9	10	No	NOV9N1DE	NOV9N1DE	NOV9N1DE
3.49356261847298	0.489042738587449	2.91483551276827	0.16777713062889	0.866758614561088	0.947277583851383	0	0	0	0	5	0	0	0	0	0	0	0	15	0	3	15	No	NOV2OJSI	NOV2OJSI	NOV2OJSI
26.5047422831086	0.178874889006911	2.12637911139238	0.0841218238312084	0.93295957323376	0.979164653458065	0	0	0	51	43	0	0	70	0	0	8	0	85	45	24	42	No	NOVG6IS9	NOVG6IS9	NOVG6IS9
7.3858208544205	0.700912680828516	2.77396700695836	0.252675204524896	0.800519210173765	0.916942069979193	0	0	0	0	15	0	0	0	0	0	0	0	18	12	16	17	No	NOV5FSXX	NOV5FSXX	NOV5FSXX
26.983257895811	0.403228127158211	2.2901933995022	0.176067282023368	0.860241084513178	0.945378539350847	0	29	0	0	55	0	0	90	0	0	0	0	83	28	24	63	No	NOVYVIHF	NOVYVIHF	NOVYVIHF
0.873984477927155	-3.24975500559057	3.00086511050648	-1.08293938111803	0.278835330496007	0.84655442959671	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	No	NOV168JF	NOV168JF	NOV168JF
7.70360417780562	0.105104709462036	2.53480769486504	0.0414645693537047	0.966925538108798	0.990234014293013	0	0	0	0	14	0	0	32	0	0	0	0	24	13	7	15	No	NOVBL5KP	NOVBL5KP	NOVBL5KP
0.653947334167689	2.76435429808327	3.01028350766832	0.918303638524886	0.358459922931332	0.84655442959671	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	No	NOVGV7PF	NOVGV7PF	NOVGV7PF
0.874071974962609	-3.24989371553757	3.0008624045176	-1.08298658100587	0.278814379299556	0.84655442959671	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	No	NOVHTU1I	NOVHTU1I	NOVHTU1I
1.34423787513088	3.80567021449319	2.99183787769083	1.2720175257058	0.203366892396797	0.84655442959671	0	0	9	0	0	0	0	0	0	0	0	0	0	0	6	0	No	NOV5QZD0	NOV5QZD0	NOV5QZD0
0	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	No	NOVA31H5	NOVA31H5	NOVA31H5
1.57630798269166	0.391443961238601	2.95032768474873	0.132678130386028	0.894447939356345	0.957918845762622	0	0	0	0	0	0	0	0	0	0	0	0	0	7	8	0	No	NOVNRI25	NOVNRI25	NOVNRI25
0	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	No	NOVMH2LD	NOVMH2LD	NOVMH2LD
0	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	No	NOV4NUC6	NOV4NUC6	NOV4NUC6
2.62202148703126	-4.84894454243604	2.98188002537303	-1.62613669938966	0.103920578468037	0.84655442959671	0	0	0	0	15	0	0	0	0	0	0	0	0	7	0	20	No	NOVFCE86	NOVFCE86	NOVFCE86
9.2612867442257	-0.214622580779162	2.33991903879106	-0.091722225094612	0.926918738752426	0.974825827075706	30	0	17	0	14	0	0	44	0	0	0	0	14	8	6	0	No	NOVT2P1E	NOVT2P1E	NOVT2P1E
8.70834168664513	-0.372187336789123	2.52415829827504	-0.14745007753415	0.882776781286082	0.953783854840839	23	0	14	0	20	0	0	54	0	0	0	0	13	11	0	0	No	NOVLVPLA	NOVLVPLA	NOVLVPLA
1.23265205853268	3.66857718909089	2.99358692894347	1.22547875714625	0.220394889090776	0.84655442959671	0	0	0	0	0	0	0	0	0	0	0	0	55	0	11	25	No	NOV8PRQF	NOV8PRQF	NOV8PRQF
4.46601115221693	-1.11788873155298	2.72805491244635	-0.409775010925469	0.681970998889333	0.84655442959671	0	0	0	0	12	0	0	14	0	0	0	0	5	6	0	21	No	NOVZF64G	NOVZF64G	NOVZF64G
0.211202952493036	-1.52878819774165	3.04540319112826	-0.501998619491584	0.61566849206417	0.84655442959671	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	18	No	NOVH4NFM	NOVH4NFM	NOVH4NFM
0.709714097742745	-1.54632208475008	3.01818880077562	-0.512334445198624	0.608416962075694	0.84655442959671	0	0	0	0	0	0	0	0	0	0	0	0	0	5	2	0	No	NOV32HCN	NOV32HCN	NOV32HCN
0	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	No	NOVLNX49	NOVLNX49	NOVLNX49
2.67740133480826	1.62332361343567	2.93603773452749	0.552896032072598	0.580334604652802	0.84655442959671	7	0	0	0	0	0	0	0	0	0	0	0	13	22	8	0	No	NOVU84I6	NOVU84I6	NOVU84I6
5.91064722228766	-1.33079281971301	2.72834685518131	-0.487765262391675	0.625716119264014	0.84655442959671	0	0	0	45	8	0	0	0	0	0	0	0	12	10	0	17	No	NOVWT4GW	NOVWT4GW	NOVWT4GW
3.1167022385179	2.14860785568049	2.9388624626484	0.731101874615882	0.464716929376936	0.84655442959671	0	0	0	0	31	0	0	0	0	0	0	0	39	0	0	6	No	NOVV3RFZ	NOVV3RFZ	NOVV3RFZ
2.97453018637019	4.96470371289077	2.98210596366311	1.66483142228531	0.0959463930486217	0.84655442959671	0	82	0	0	0	0	0	0	0	0	43	0	0	0	0	0	No	NOVMC1Y9	NOVMC1Y9	NOVMC1Y9
1.13343507488611	-3.63126940024075	2.99430956558743	-1.21272344114773	0.225235574499813	0.84655442959671	12	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	No	NOVHYH8U	NOVHYH8U	NOVHYH8U
